Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PIO,PowerShares Global Water Portfolio,21.18,181089000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pio
PGJ,PowerShares Golden Dragon China Portfolio,30.6,136170000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pgj
PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,17.01,1090341000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pey
IPKW,PowerShares International BuyBack Achievers Portfolio,29.14,97619000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipkw
PID,PowerShares International Dividend Achievers Portfolio,14.74,742159000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pid
KBWB,PowerShares KBW Bank Portfolio,46.54,665522000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwb
KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,23.33,249631000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwd
KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,37.46,230379000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwy
KBWP,PowerShares KBW Property & Casualty Insurance Portfolio,55.15,82725000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwp
KBWR,PowerShares KBW Regional Banking Portfolio,54.38,239272000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwr
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.9,26145000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldri
LALT,PowerShares Multi-Strategy Alternative Portfolio,22.7593,6827790,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lalt
PNQI,PowerShares Nasdaq Internet Portfolio,88.5505,283361600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi
PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,17.315,609557260,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdbc
QQQ,"PowerShares QQQ Trust, Series 1",123.25,43636662500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,27.42,159036027,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uslb
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,50.8234,60988080,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscd
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,66.7,60030000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscc
PSCE,PowerShares S&P SmallCap Energy Portfolio,21.1854,97452840,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psce
PSCF,PowerShares S&P SmallCap Financials Portfolio,51.3,241110000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscf
PSCH,PowerShares S&P SmallCap Health Care Portfolio,72.45,181125000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psch
PSCI,PowerShares S&P SmallCap Industrials Portfolio,54.9075,82361250,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psci
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,69.92,548872000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psct
PSCM,PowerShares S&P SmallCap Materials Portfolio,47.1,96555000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscm
PSCU,PowerShares S&P SmallCap Utilities Portfolio,47.44,45068000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscu
VRIG,PowerShares Variable Rate Investment Grade Portfolio,25.06,50120025,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrig
PHO,PowerShares Water Resources Portfolio,24.88,747644000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pho
PRAA,"PRA Group, Inc.",37.55,1740291549,n/a,2002,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/praa
PRAH,"PRA Health Sciences, Inc.",55.19,3389156749,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prah
PRAN,Prana Biotechnology Ltd,2.5,16160870,6464348,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pran
PFBC,Preferred Bank,53.98,743578549,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbc
PLPC,Preformed Line Products Company,54.25,277781375,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/plpc
PFBI,"Premier Financial Bancorp, Inc.",18.76,199449585,n/a,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
PINC,"Premier, Inc.",32.39,1622573163,n/a,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/pinc
LENS,Presbia PLC,3.37,45228524,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lens
PRGX,"PRGX Global, Inc.",5.95,129734829,n/a,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/prgx
PSMT,"PriceSmart, Inc.",83.35,2534373357,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/psmt
PBMD,Prima BioMed Ltd,2.53,16116060,6369984,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbmd
PNRG,PrimeEnergy Corporation,56.5,129603316,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pnrg
PRMW,Primo Water Corporation,12.21,318691134,n/a,2010,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/prmw
PRIM,Primoris Services Corporation,22.52,1166181130,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/prim
BTEC,Principal Healthcare Innovators Index ETF,24.16,6040024,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btec
GENY,Principal Millennials Index ETF,25.2875,6321900,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/geny
PSET,Principal Price Setters Index ETF,26.4899,6622501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pset
PY,Principal Shareholder Yield Index ETF,27.8282,6957078,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/py
PSC,Principal U.S. Small Cap Index ETF,27.5799,244082143,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psc
PRZM,"Prism Technologies Group, Inc.",0.39,3928738,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/przm
PVTB,"PrivateBancorp, Inc.",54.23,4321272648,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtb
PVTBP,"PrivateBancorp, Inc.",26.29,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtbp
PDEX,"Pro-Dex, Inc.",5.1,20725569,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
IPDN,"Professional Diversity Network, Inc.",9.22,33402686,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PFIE,"Profire Energy, Inc.",1.2,63908354,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/pfie
PGNX,Progenics Pharmaceuticals Inc.,8.89,622757310,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
PRGS,Progress Software Corporation,28.18,1369334311,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
PFPT,"Proofpoint, Inc.",80.61,3425306883,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PRPH,"ProPhase Labs, Inc.",2.01,34332360,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
PRQR,ProQR Therapeutics N.V.,4.35,101558824,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
BIB,ProShares Ultra Nasdaq Biotechnology,42.21,403105500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
UBIO,Proshares UltraPro Nasdaq Biotechnology,22.84,39968059,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubio
TQQQ,ProShares UltraPro QQQ,71.32,1027008000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tqqq
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,21.5,7525022,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
SQQQ,ProShares UltraPro Short QQQ,46.31,547604497,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
BIS,ProShares UltraShort Nasdaq Biotechnology,32.65,64810185,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
PSEC,Prospect Capital Corporation,8.64,3096309050,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/psec
PTGX,"Protagonist Therapeutics, Inc.",17.73,296347252,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
PRTO,"Proteon Therapeutics, Inc.",2,33188890,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,"Proteostasis Therapeutics, Inc.",11.02,275061878,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,49.78,1716833946,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PVBC,"Provident Bancorp, Inc.",17.8,169077252,n/a,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",18.8,150202901,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc.",17.32,161417966,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PSDV,pSivida Corp.,1.83,62543908,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,24.78,135304252,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTC,PTC Inc.,49.56,5729339741,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",14.43,495211179,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULM,"Pulmatrix, Inc.",1.15,16906799,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",6.174,82208644,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PBYI,Puma Biotechnology Inc,32.25,1187383467,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
PCYO,Pure Cycle Corporation,5.35,127084424,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
IMED,PureFunds ETFx HealthTech ETF,24.03,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imed
FINQ,Purefunds Solactive FinTech ETF,24.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/finq
PXS,Pyxis Tankers Inc.,2.6917,49198605,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
QADA,QAD Inc.,29.4,558670001,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,25.05,476009644,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",42.1,550485707,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,27.64,6474587080,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,12,539044188,44920349,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QRVO,"Qorvo, Inc.",61.02,7793944315,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,62.88,92866634690,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",13.54,840759368,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,3.1399,6411735,n/a,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",34,1213537962,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTNA,"Quantenna Communications, Inc.",19.03,623824105,n/a,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QRHC,Quest Resource Holding Corporation.,2.39,36479340,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,1.41,95585736,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,19.8,646342429,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QPAC,Quinpario Acquisition Corp. 2,10.04,439250000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpac
QPACU,Quinpario Acquisition Corp. 2,10.35,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacu
QPACW,Quinpario Acquisition Corp. 2,0.349,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacw
QNST,"QuinStreet, Inc.",3.81,174333595,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.64,24364674,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QUNR,Qunar Cayman Islands Limited,30.43,2001129961,65761747,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/qunr
QTNT,Quotient Limited,6.3,185873839,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,16.59,1157982000,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RARX,"Ra Pharmaceuticals, Inc.",14.77,333006857,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,1.23,23790388,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,17.3,195759707,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
ROIA,"Radio One, Inc.",2.545,123593654,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roia
ROIAK,"Radio One, Inc.",2.55,123836471,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roiak
RSYS,RadiSys Corporation,4.45,171061582,n/a,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",44.85,1933560059,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",5.9,274157684,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,14.69,657801262,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
RMBS,"Rambus, Inc.",13.5,1491096708,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,3.23,20420021,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,"Rand Logistics, Inc.",0.92,17083651,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,82.89,3229679790,38963443,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",14.6,85683400,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",12.79,543518814,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RAVE,"Rave Restaurant Group, Inc.",2.54,27067640,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",23.9,864195463,n/a,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
ROLL,RBC Bearings Incorporated,90.74,2155512911,n/a,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",16.93,164900350,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",5.96,72022011,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,16.76,391092790,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,18.8801,424473831,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",0.234,8305716,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,"Real Industry, Inc. ",6,176167872,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,"RealNetworks, Inc.",5.12,189293010,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",28.9,2325606149,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",23.04,0,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
DAX,Recon Capital DAX Germany ETF,25.87,15522000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,22.8288,18263040,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
RCON,"Recon Technology, Ltd.",1.3795,8595378,n/a,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",7.12,134377298,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",50.65,651255573,n/a,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",22.87,2650526426,n/a,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDHL,Redhill Biopharma Ltd.,10.22,68179562,6671190,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",362.56,38239311605,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,19.9,526860042,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,2.35,124369767,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",20.85,235643135,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",4.32,7972936,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"Remark Media, Inc.",3.34,72649950,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,39.6,1745776494,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",9,346980717,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RNVA,"Rennova Health, Inc.",0.091,7645007,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnva
RNVAZ,"Rennova Health, Inc.",0.0276,0,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnvaz
RCII,Rent-A-Center Inc.,8.4,446456783,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,"Rentech, Inc.",2.16,50093644,n/a,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RGEN,Repligen Corporation,30.52,1032548581,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,1.41,35849501,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,"Republic Bancorp, Inc.",37.49,782118142,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",7.75,438889994,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,1.98,47606815,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RESN,Resonant Inc.,4.22,52506417,n/a,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",17.35,515703107,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
ROIC,Retail Opportunity Investments Corp.,20.83,2276677590,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
SALE,"RetailMeNot, Inc.",8.9,431620505,n/a,2013,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
RTRX,"Retrophin, Inc.",19.51,736157739,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",20.3,578855921,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",5.9045,62306793,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",6.26,130496674,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,2.6,42468421,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,0.79,77326871,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",1.7,15020321,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,26.76,128406950,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RIBT,RiceBran Technologies,0.9413,10145538,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.18,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",6.26,80400704,n/a,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",2.2,217661833,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
NAME,"Rightside Group, Ltd.",9.21,178881336,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/name
RNET,"RigNet, Inc.",21.45,384541293,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RTTR,"Ritter Pharmaceuticals, Inc.",2.97,31869175,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,7.83,176236779,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",1.75,9170149,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,0.68,30344285,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,29.88,137448000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
FUEL,Rocket Fuel Inc.,2.08,94812524,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RMTI,"Rockwell Medical, Inc.",5.48,282371856,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",12.25,90972849,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",11.75,68788871,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
ROKA,"Roka Bioscience, Inc.",4.45,8192988,n/a,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
RTNB,"root9B Holdings, Inc. ",10.2942,57901663,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rtnb
ROSG,Rosetta Genomics Ltd.,0.495,10871317,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",66,26011949304,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",4.04,121577122,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
TALL,Royal Bank Of Canada,22.71,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tall
RGLD,"Royal Gold, Inc.",68.78,4492408963,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,10.75,528390966,n/a,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",3.1,181118731,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",0.5279,14162935,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,"Rush Enterprises, Inc.",32.69,1286973983,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",31.46,1238550061,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",16.9,538913335,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,0.6735,7002799,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,0.15,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,84.6,8861631055,104747412,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",37.23,1299811846,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
